site,date,count,nms,sp,sp_method
Harris Point,2010-01-01,1,CINMS,HENSPP,GSES
Johnsons Lee,2008-01-01,4,CINMS,HENSPP,GSES
CINMS,2008-06-15,4,CINMS,HENSPP,GSES
CINMS,2010-06-15,1,CINMS,HENSPP,GSES
Crook Point,2007-01-01,1,CINMS,LEPTAS,GSES
East Point,2008-01-01,1,CINMS,LEPTAS,GSES
Fossil Reef,2008-01-01,1,CINMS,LEPTAS,GSES
Harris Point,2009-01-01,4,CINMS,LEPTAS,GSES
Harris Point,2010-01-01,2,CINMS,LEPTAS,GSES
Harris Point,2014-01-01,1,CINMS,LEPTAS,GSES
NW Talcott,2009-01-01,2,CINMS,LEPTAS,GSES
CINMS,2007-06-15,1,CINMS,LEPTAS,GSES
CINMS,2008-06-15,1,CINMS,LEPTAS,GSES
CINMS,2009-06-15,3,CINMS,LEPTAS,GSES
CINMS,2010-06-15,2,CINMS,LEPTAS,GSES
CINMS,2014-06-15,1,CINMS,LEPTAS,GSES
Cat Rock,2014-01-01,0,CINMS,PATMIN,GSES
Crook Point,2007-01-01,1,CINMS,PATMIN,GSES
Crook Point,2014-01-01,0,CINMS,PATMIN,GSES
Cuyler Harbor,2003-01-01,3,CINMS,PATMIN,GSES
Cuyler Harbor,2004-01-01,1,CINMS,PATMIN,GSES
Cuyler Harbor,2009-01-01,2,CINMS,PATMIN,GSES
Cuyler Harbor,2012-01-01,1,CINMS,PATMIN,GSES
Cuyler Harbor,2014-01-01,1,CINMS,PATMIN,GSES
East Point,2002-01-01,1,CINMS,PATMIN,GSES
East Point,2003-01-01,2,CINMS,PATMIN,GSES
East Point,2004-01-01,2,CINMS,PATMIN,GSES
East Point,2009-01-01,3,CINMS,PATMIN,GSES
East Point,2013-01-01,1,CINMS,PATMIN,GSES
East Point,2014-01-01,1,CINMS,PATMIN,GSES
Ford Point,2014-01-01,1,CINMS,PATMIN,GSES
Fossil Reef,2001-01-01,1,CINMS,PATMIN,GSES
Fossil Reef,2002-01-01,1,CINMS,PATMIN,GSES
Fossil Reef,2003-01-01,1.5,CINMS,PATMIN,GSES
Fossil Reef,2005-01-01,4,CINMS,PATMIN,GSES
Fossil Reef,2008-01-01,3,CINMS,PATMIN,GSES
Fossil Reef,2009-01-01,2,CINMS,PATMIN,GSES
Fossil Reef,2011-01-01,6,CINMS,PATMIN,GSES
Fossil Reef,2014-01-01,2,CINMS,PATMIN,GSES
Fossil Reef,2019-01-01,1,CINMS,PATMIN,GSES
Fraser Cove,2014-01-01,0,CINMS,PATMIN,GSES
Harris Point,2000-01-01,1.5,CINMS,PATMIN,GSES
Harris Point,2001-01-01,1,CINMS,PATMIN,GSES
Harris Point,2002-01-01,7,CINMS,PATMIN,GSES
Harris Point,2003-01-01,7,CINMS,PATMIN,GSES
Harris Point,2004-01-01,6.5,CINMS,PATMIN,GSES
Harris Point,2005-01-01,14,CINMS,PATMIN,GSES
Harris Point,2006-01-01,5,CINMS,PATMIN,GSES
Harris Point,2007-01-01,4.5,CINMS,PATMIN,GSES
Harris Point,2008-01-01,3,CINMS,PATMIN,GSES
Harris Point,2009-01-01,6,CINMS,PATMIN,GSES
Harris Point,2010-01-01,11.5,CINMS,PATMIN,GSES
Harris Point,2011-01-01,4,CINMS,PATMIN,GSES
Harris Point,2012-01-01,7,CINMS,PATMIN,GSES
Harris Point,2014-01-01,6,CINMS,PATMIN,GSES
Harris Point,2019-01-01,5,CINMS,PATMIN,GSES
Johnsons Lee,2014-01-01,1,CINMS,PATMIN,GSES
Johnsons Lee,2015-01-01,1,CINMS,PATMIN,GSES
Landing Cove,2014-01-01,0,CINMS,PATMIN,GSES
Middle West,2014-01-01,0,CINMS,PATMIN,GSES
Middle West,2017-01-01,1,CINMS,PATMIN,GSES
NW Talcott,2000-01-01,3,CINMS,PATMIN,GSES
NW Talcott,2001-01-01,1,CINMS,PATMIN,GSES
NW Talcott,2002-01-01,10,CINMS,PATMIN,GSES
NW Talcott,2004-01-01,2,CINMS,PATMIN,GSES
NW Talcott,2005-01-01,2,CINMS,PATMIN,GSES
NW Talcott,2007-01-01,2,CINMS,PATMIN,GSES
NW Talcott,2008-01-01,2.5,CINMS,PATMIN,GSES
NW Talcott,2009-01-01,1,CINMS,PATMIN,GSES
NW Talcott,2011-01-01,5,CINMS,PATMIN,GSES
Orizaba Cove,2009-01-01,1,CINMS,PATMIN,GSES
Orizaba Cove,2014-01-01,0,CINMS,PATMIN,GSES
Otter Harbor,2000-01-01,2,CINMS,PATMIN,GSES
Otter Harbor,2001-01-01,2,CINMS,PATMIN,GSES
Otter Harbor,2002-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2003-01-01,2,CINMS,PATMIN,GSES
Otter Harbor,2004-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2005-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2006-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2008-01-01,1.5,CINMS,PATMIN,GSES
Otter Harbor,2009-01-01,4.5,CINMS,PATMIN,GSES
Otter Harbor,2010-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2012-01-01,1,CINMS,PATMIN,GSES
Otter Harbor,2014-01-01,0,CINMS,PATMIN,GSES
Prisoners Harbor,2014-01-01,0,CINMS,PATMIN,GSES
S Frenchys Cove,2014-01-01,0,CINMS,PATMIN,GSES
Scorpion Rock,2008-01-01,2,CINMS,PATMIN,GSES
Scorpion Rock,2011-01-01,4,CINMS,PATMIN,GSES
Scorpion Rock,2014-01-01,0,CINMS,PATMIN,GSES
Sea Lion Rookery,2014-01-01,0,CINMS,PATMIN,GSES
Trailer,2000-01-01,1,CINMS,PATMIN,GSES
Trailer,2001-01-01,2.5,CINMS,PATMIN,GSES
Trailer,2008-01-01,1,CINMS,PATMIN,GSES
Trailer,2010-01-01,1,CINMS,PATMIN,GSES
Trailer,2012-01-01,1,CINMS,PATMIN,GSES
Trailer,2014-01-01,0,CINMS,PATMIN,GSES
Willows Anchorage,2000-01-01,2.5,CINMS,PATMIN,GSES
Willows Anchorage,2001-01-01,2,CINMS,PATMIN,GSES
Willows Anchorage,2002-01-01,3,CINMS,PATMIN,GSES
Willows Anchorage,2008-01-01,1,CINMS,PATMIN,GSES
Willows Anchorage,2009-01-01,2,CINMS,PATMIN,GSES
Willows Anchorage,2010-01-01,1,CINMS,PATMIN,GSES
Willows Anchorage,2014-01-01,0,CINMS,PATMIN,GSES
CINMS,2000-06-15,2,CINMS,PATMIN,GSES
CINMS,2001-06-15,1.5833333333333333,CINMS,PATMIN,GSES
CINMS,2002-06-15,3.8333333333333335,CINMS,PATMIN,GSES
CINMS,2003-06-15,3.1,CINMS,PATMIN,GSES
CINMS,2004-06-15,2.5,CINMS,PATMIN,GSES
CINMS,2005-06-15,5.25,CINMS,PATMIN,GSES
CINMS,2006-06-15,3,CINMS,PATMIN,GSES
CINMS,2007-06-15,2.5,CINMS,PATMIN,GSES
CINMS,2008-06-15,2,CINMS,PATMIN,GSES
CINMS,2009-06-15,2.6875,CINMS,PATMIN,GSES
CINMS,2010-06-15,3.625,CINMS,PATMIN,GSES
CINMS,2011-06-15,4.75,CINMS,PATMIN,GSES
CINMS,2012-06-15,2.5,CINMS,PATMIN,GSES
CINMS,2013-06-15,1,CINMS,PATMIN,GSES
CINMS,2014-06-15,0.631578947368421,CINMS,PATMIN,GSES
CINMS,2015-06-15,1,CINMS,PATMIN,GSES
CINMS,2017-06-15,1,CINMS,PATMIN,GSES
CINMS,2019-06-15,3,CINMS,PATMIN,GSES
Cat Rock,2002-01-01,1,CINMS,PISGIG,GSES
Cat Rock,2003-01-01,1,CINMS,PISGIG,GSES
Cat Rock,2007-01-01,2,CINMS,PISGIG,GSES
Cat Rock,2008-01-01,1,CINMS,PISGIG,GSES
Cat Rock,2014-01-01,0,CINMS,PISGIG,GSES
Crook Point,2007-01-01,1,CINMS,PISGIG,GSES
Crook Point,2014-01-01,0,CINMS,PISGIG,GSES
Cuyler Harbor,2003-01-01,1,CINMS,PISGIG,GSES
Cuyler Harbor,2004-01-01,2,CINMS,PISGIG,GSES
Cuyler Harbor,2014-01-01,0,CINMS,PISGIG,GSES
Cuyler Harbor,2019-01-01,1,CINMS,PISGIG,GSES
East Point,2002-01-01,1,CINMS,PISGIG,GSES
East Point,2004-01-01,1.5,CINMS,PISGIG,GSES
East Point,2005-01-01,2,CINMS,PISGIG,GSES
East Point,2007-01-01,1,CINMS,PISGIG,GSES
East Point,2017-01-01,1,CINMS,PISGIG,GSES
East Point,2019-01-01,1,CINMS,PISGIG,GSES
Ford Point,2002-01-01,4.5,CINMS,PISGIG,GSES
Ford Point,2004-01-01,2,CINMS,PISGIG,GSES
Ford Point,2005-01-01,6,CINMS,PISGIG,GSES
Ford Point,2006-01-01,1,CINMS,PISGIG,GSES
Ford Point,2007-01-01,1,CINMS,PISGIG,GSES
Fossil Reef,2001-01-01,1,CINMS,PISGIG,GSES
Fossil Reef,2002-01-01,1,CINMS,PISGIG,GSES
Fossil Reef,2003-01-01,47,CINMS,PISGIG,GSES
Fossil Reef,2004-01-01,1,CINMS,PISGIG,GSES
Fossil Reef,2005-01-01,8,CINMS,PISGIG,GSES
Fossil Reef,2008-01-01,2,CINMS,PISGIG,GSES
Fossil Reef,2009-01-01,2,CINMS,PISGIG,GSES
Fossil Reef,2011-01-01,4,CINMS,PISGIG,GSES
Fossil Reef,2012-01-01,1,CINMS,PISGIG,GSES
Fossil Reef,2013-01-01,1,CINMS,PISGIG,GSES
Fraser Cove,2006-01-01,1,CINMS,PISGIG,GSES
Fraser Cove,2011-01-01,1,CINMS,PISGIG,GSES
Fraser Cove,2012-01-01,1,CINMS,PISGIG,GSES
Fraser Cove,2014-01-01,0,CINMS,PISGIG,GSES
Harris Point,2000-01-01,2,CINMS,PISGIG,GSES
Harris Point,2004-01-01,1,CINMS,PISGIG,GSES
Harris Point,2005-01-01,4,CINMS,PISGIG,GSES
Harris Point,2006-01-01,1,CINMS,PISGIG,GSES
Harris Point,2007-01-01,2.5,CINMS,PISGIG,GSES
Harris Point,2008-01-01,1,CINMS,PISGIG,GSES
Harris Point,2009-01-01,2,CINMS,PISGIG,GSES
Harris Point,2010-01-01,2,CINMS,PISGIG,GSES
Harris Point,2013-01-01,2,CINMS,PISGIG,GSES
Harris Point,2014-01-01,0,CINMS,PISGIG,GSES
Johnsons Lee,2003-01-01,1,CINMS,PISGIG,GSES
Johnsons Lee,2004-01-01,1.5,CINMS,PISGIG,GSES
Johnsons Lee,2005-01-01,5,CINMS,PISGIG,GSES
Johnsons Lee,2008-01-01,1,CINMS,PISGIG,GSES
Johnsons Lee,2009-01-01,1,CINMS,PISGIG,GSES
Johnsons Lee,2013-01-01,1,CINMS,PISGIG,GSES
Landing Cove,2014-01-01,0,CINMS,PISGIG,GSES
Middle West,2000-01-01,4,CINMS,PISGIG,GSES
Middle West,2007-01-01,1,CINMS,PISGIG,GSES
Middle West,2014-01-01,0,CINMS,PISGIG,GSES
NW Talcott,2000-01-01,4.5,CINMS,PISGIG,GSES
NW Talcott,2001-01-01,2,CINMS,PISGIG,GSES
NW Talcott,2002-01-01,6,CINMS,PISGIG,GSES
NW Talcott,2003-01-01,1,CINMS,PISGIG,GSES
NW Talcott,2004-01-01,1.5,CINMS,PISGIG,GSES
NW Talcott,2005-01-01,11,CINMS,PISGIG,GSES
NW Talcott,2006-01-01,1,CINMS,PISGIG,GSES
NW Talcott,2008-01-01,7,CINMS,PISGIG,GSES
NW Talcott,2009-01-01,1.5,CINMS,PISGIG,GSES
NW Talcott,2011-01-01,9.5,CINMS,PISGIG,GSES
NW Talcott,2013-01-01,5,CINMS,PISGIG,GSES
Orizaba Cove,2000-01-01,1,CINMS,PISGIG,GSES
Orizaba Cove,2003-01-01,1,CINMS,PISGIG,GSES
Orizaba Cove,2005-01-01,1,CINMS,PISGIG,GSES
Orizaba Cove,2009-01-01,4,CINMS,PISGIG,GSES
Orizaba Cove,2014-01-01,0,CINMS,PISGIG,GSES
Otter Harbor,2000-01-01,3,CINMS,PISGIG,GSES
Otter Harbor,2001-01-01,2.5,CINMS,PISGIG,GSES
Otter Harbor,2002-01-01,4,CINMS,PISGIG,GSES
Otter Harbor,2003-01-01,4,CINMS,PISGIG,GSES
Otter Harbor,2004-01-01,1,CINMS,PISGIG,GSES
Otter Harbor,2005-01-01,5.5,CINMS,PISGIG,GSES
Otter Harbor,2006-01-01,7,CINMS,PISGIG,GSES
Otter Harbor,2007-01-01,2,CINMS,PISGIG,GSES
Otter Harbor,2008-01-01,14,CINMS,PISGIG,GSES
Otter Harbor,2009-01-01,9.5,CINMS,PISGIG,GSES
Otter Harbor,2010-01-01,6,CINMS,PISGIG,GSES
Otter Harbor,2011-01-01,4,CINMS,PISGIG,GSES
Otter Harbor,2012-01-01,3,CINMS,PISGIG,GSES
Otter Harbor,2013-01-01,6,CINMS,PISGIG,GSES
Otter Harbor,2014-01-01,0,CINMS,PISGIG,GSES
Prisoners Harbor,2001-01-01,1,CINMS,PISGIG,GSES
Prisoners Harbor,2002-01-01,2,CINMS,PISGIG,GSES
Prisoners Harbor,2003-01-01,1,CINMS,PISGIG,GSES
Prisoners Harbor,2007-01-01,1,CINMS,PISGIG,GSES
Prisoners Harbor,2009-01-01,1,CINMS,PISGIG,GSES
Prisoners Harbor,2011-01-01,3,CINMS,PISGIG,GSES
Prisoners Harbor,2014-01-01,0,CINMS,PISGIG,GSES
S Frenchys Cove,2014-01-01,0,CINMS,PISGIG,GSES
Scorpion Rock,2002-01-01,7,CINMS,PISGIG,GSES
Scorpion Rock,2003-01-01,2.5,CINMS,PISGIG,GSES
Scorpion Rock,2008-01-01,1,CINMS,PISGIG,GSES
Scorpion Rock,2009-01-01,1,CINMS,PISGIG,GSES
Scorpion Rock,2010-01-01,1.5,CINMS,PISGIG,GSES
Scorpion Rock,2011-01-01,3,CINMS,PISGIG,GSES
Scorpion Rock,2014-01-01,0,CINMS,PISGIG,GSES
Scorpion Rock,2016-01-01,2,CINMS,PISGIG,GSES
Sea Lion Rookery,2011-01-01,1,CINMS,PISGIG,GSES
Sea Lion Rookery,2014-01-01,1,CINMS,PISGIG,GSES
Trailer,2000-01-01,1,CINMS,PISGIG,GSES
Trailer,2001-01-01,6,CINMS,PISGIG,GSES
Trailer,2002-01-01,9,CINMS,PISGIG,GSES
Trailer,2003-01-01,4,CINMS,PISGIG,GSES
Trailer,2006-01-01,3,CINMS,PISGIG,GSES
Trailer,2014-01-01,0,CINMS,PISGIG,GSES
Willows Anchorage,2000-01-01,3.5,CINMS,PISGIG,GSES
Willows Anchorage,2002-01-01,2,CINMS,PISGIG,GSES
Willows Anchorage,2007-01-01,1,CINMS,PISGIG,GSES
Willows Anchorage,2010-01-01,1,CINMS,PISGIG,GSES
Willows Anchorage,2014-01-01,0,CINMS,PISGIG,GSES
CINMS,2000-06-15,2.7142857142857144,CINMS,PISGIG,GSES
CINMS,2001-06-15,2.5,CINMS,PISGIG,GSES
CINMS,2002-06-15,3.75,CINMS,PISGIG,GSES
CINMS,2003-06-15,6.35,CINMS,PISGIG,GSES
CINMS,2004-06-15,1.4375,CINMS,PISGIG,GSES
CINMS,2005-06-15,5.3125,CINMS,PISGIG,GSES
CINMS,2006-06-15,2.3333333333333335,CINMS,PISGIG,GSES
CINMS,2007-06-15,1.3888888888888888,CINMS,PISGIG,GSES
CINMS,2008-06-15,3.857142857142857,CINMS,PISGIG,GSES
CINMS,2009-06-15,2.75,CINMS,PISGIG,GSES
CINMS,2010-06-15,2.625,CINMS,PISGIG,GSES
CINMS,2011-06-15,3.642857142857143,CINMS,PISGIG,GSES
CINMS,2012-06-15,1.6666666666666667,CINMS,PISGIG,GSES
CINMS,2013-06-15,3,CINMS,PISGIG,GSES
CINMS,2014-06-15,0.06666666666666667,CINMS,PISGIG,GSES
CINMS,2016-06-15,2,CINMS,PISGIG,GSES
CINMS,2017-06-15,1,CINMS,PISGIG,GSES
CINMS,2019-06-15,1,CINMS,PISGIG,GSES
Cat Rock,2000-01-01,0,CINMS,PISOCH,GSES
Cat Rock,2001-01-01,0,CINMS,PISOCH,GSES
Cat Rock,2002-01-01,4.5,CINMS,PISOCH,GSES
Cat Rock,2003-01-01,3.5,CINMS,PISOCH,GSES
Cat Rock,2004-01-01,3,CINMS,PISOCH,GSES
Cat Rock,2005-01-01,2,CINMS,PISOCH,GSES
Cat Rock,2006-01-01,0,CINMS,PISOCH,GSES
Cat Rock,2007-01-01,5,CINMS,PISOCH,GSES
Cat Rock,2008-01-01,15,CINMS,PISOCH,GSES
Cat Rock,2009-01-01,7,CINMS,PISOCH,GSES
Cat Rock,2010-01-01,5,CINMS,PISOCH,GSES
Cat Rock,2011-01-01,5,CINMS,PISOCH,GSES
Cat Rock,2012-01-01,22,CINMS,PISOCH,GSES
Cat Rock,2013-01-01,11,CINMS,PISOCH,GSES
Cat Rock,2015-01-01,0,CINMS,PISOCH,GSES
Crook Point,2000-01-01,79,CINMS,PISOCH,GSES
Crook Point,2001-01-01,155,CINMS,PISOCH,GSES
Crook Point,2002-01-01,60,CINMS,PISOCH,GSES
Crook Point,2003-01-01,106,CINMS,PISOCH,GSES
Crook Point,2004-01-01,13,CINMS,PISOCH,GSES
Crook Point,2005-01-01,57,CINMS,PISOCH,GSES
Crook Point,2006-01-01,1,CINMS,PISOCH,GSES
Crook Point,2007-01-01,20,CINMS,PISOCH,GSES
Crook Point,2008-01-01,40,CINMS,PISOCH,GSES
Crook Point,2009-01-01,59,CINMS,PISOCH,GSES
Crook Point,2010-01-01,83,CINMS,PISOCH,GSES
Crook Point,2011-01-01,31,CINMS,PISOCH,GSES
Crook Point,2012-01-01,2,CINMS,PISOCH,GSES
Crook Point,2013-01-01,13,CINMS,PISOCH,GSES
Cuyler Harbor,2000-01-01,3,CINMS,PISOCH,GSES
Cuyler Harbor,2001-01-01,17,CINMS,PISOCH,GSES
Cuyler Harbor,2002-01-01,24.5,CINMS,PISOCH,GSES
Cuyler Harbor,2003-01-01,11,CINMS,PISOCH,GSES
Cuyler Harbor,2004-01-01,48,CINMS,PISOCH,GSES
Cuyler Harbor,2005-01-01,34,CINMS,PISOCH,GSES
Cuyler Harbor,2006-01-01,149,CINMS,PISOCH,GSES
Cuyler Harbor,2007-01-01,97,CINMS,PISOCH,GSES
Cuyler Harbor,2008-01-01,62,CINMS,PISOCH,GSES
Cuyler Harbor,2009-01-01,36,CINMS,PISOCH,GSES
Cuyler Harbor,2010-01-01,34,CINMS,PISOCH,GSES
Cuyler Harbor,2012-01-01,5.5,CINMS,PISOCH,GSES
Cuyler Harbor,2013-01-01,26,CINMS,PISOCH,GSES
East Point,2000-01-01,63.5,CINMS,PISOCH,GSES
East Point,2001-01-01,38,CINMS,PISOCH,GSES
East Point,2002-01-01,99,CINMS,PISOCH,GSES
East Point,2003-01-01,112.5,CINMS,PISOCH,GSES
East Point,2004-01-01,43,CINMS,PISOCH,GSES
East Point,2005-01-01,83.5,CINMS,PISOCH,GSES
East Point,2007-01-01,247,CINMS,PISOCH,GSES
East Point,2008-01-01,496,CINMS,PISOCH,GSES
East Point,2009-01-01,706.5,CINMS,PISOCH,GSES
East Point,2011-01-01,151.5,CINMS,PISOCH,GSES
East Point,2012-01-01,189,CINMS,PISOCH,GSES
East Point,2013-01-01,7,CINMS,PISOCH,GSES
East Point,2015-01-01,4,CINMS,PISOCH,GSES
Ford Point,2000-01-01,96.5,CINMS,PISOCH,GSES
Ford Point,2001-01-01,150,CINMS,PISOCH,GSES
Ford Point,2002-01-01,420,CINMS,PISOCH,GSES
Ford Point,2004-01-01,298,CINMS,PISOCH,GSES
Ford Point,2005-01-01,197,CINMS,PISOCH,GSES
Ford Point,2006-01-01,370,CINMS,PISOCH,GSES
Ford Point,2007-01-01,505,CINMS,PISOCH,GSES
Ford Point,2008-01-01,305.5,CINMS,PISOCH,GSES
Ford Point,2009-01-01,306,CINMS,PISOCH,GSES
Ford Point,2011-01-01,279.5,CINMS,PISOCH,GSES
Ford Point,2012-01-01,206,CINMS,PISOCH,GSES
Ford Point,2013-01-01,23,CINMS,PISOCH,GSES
Ford Point,2014-01-01,2,CINMS,PISOCH,GSES
Ford Point,2017-01-01,6,CINMS,PISOCH,GSES
Fossil Reef,2000-01-01,14.5,CINMS,PISOCH,GSES
Fossil Reef,2001-01-01,43,CINMS,PISOCH,GSES
Fossil Reef,2002-01-01,41.5,CINMS,PISOCH,GSES
Fossil Reef,2003-01-01,171,CINMS,PISOCH,GSES
Fossil Reef,2004-01-01,89,CINMS,PISOCH,GSES
Fossil Reef,2005-01-01,216.5,CINMS,PISOCH,GSES
Fossil Reef,2007-01-01,35,CINMS,PISOCH,GSES
Fossil Reef,2008-01-01,176,CINMS,PISOCH,GSES
Fossil Reef,2009-01-01,111.5,CINMS,PISOCH,GSES
Fossil Reef,2011-01-01,237,CINMS,PISOCH,GSES
Fossil Reef,2012-01-01,129,CINMS,PISOCH,GSES
Fossil Reef,2013-01-01,132,CINMS,PISOCH,GSES
Fossil Reef,2019-01-01,0,CINMS,PISOCH,GSES
Fraser Cove,2000-01-01,3.5,CINMS,PISOCH,GSES
Fraser Cove,2001-01-01,1.5,CINMS,PISOCH,GSES
Fraser Cove,2002-01-01,30.5,CINMS,PISOCH,GSES
Fraser Cove,2003-01-01,75,CINMS,PISOCH,GSES
Fraser Cove,2004-01-01,41,CINMS,PISOCH,GSES
Fraser Cove,2005-01-01,33,CINMS,PISOCH,GSES
Fraser Cove,2008-01-01,271,CINMS,PISOCH,GSES
Fraser Cove,2009-01-01,246,CINMS,PISOCH,GSES
Fraser Cove,2010-01-01,192,CINMS,PISOCH,GSES
Fraser Cove,2011-01-01,121,CINMS,PISOCH,GSES
Fraser Cove,2012-01-01,111,CINMS,PISOCH,GSES
Fraser Cove,2013-01-01,3,CINMS,PISOCH,GSES
Fraser Cove,2019-01-01,0,CINMS,PISOCH,GSES
Harris Point,2000-01-01,3,CINMS,PISOCH,GSES
Harris Point,2001-01-01,2,CINMS,PISOCH,GSES
Harris Point,2002-01-01,5,CINMS,PISOCH,GSES
Harris Point,2003-01-01,2,CINMS,PISOCH,GSES
Harris Point,2005-01-01,4,CINMS,PISOCH,GSES
Harris Point,2008-01-01,4.5,CINMS,PISOCH,GSES
Harris Point,2009-01-01,13,CINMS,PISOCH,GSES
Harris Point,2011-01-01,21,CINMS,PISOCH,GSES
Harris Point,2012-01-01,18,CINMS,PISOCH,GSES
Harris Point,2016-01-01,0,CINMS,PISOCH,GSES
Harris Point,2017-01-01,0,CINMS,PISOCH,GSES
Harris Point,2019-01-01,0,CINMS,PISOCH,GSES
Johnsons Lee,2000-01-01,140,CINMS,PISOCH,GSES
Johnsons Lee,2001-01-01,147.5,CINMS,PISOCH,GSES
Johnsons Lee,2002-01-01,428,CINMS,PISOCH,GSES
Johnsons Lee,2003-01-01,114,CINMS,PISOCH,GSES
Johnsons Lee,2004-01-01,376,CINMS,PISOCH,GSES
Johnsons Lee,2005-01-01,441.5,CINMS,PISOCH,GSES
Johnsons Lee,2006-01-01,90,CINMS,PISOCH,GSES
Johnsons Lee,2007-01-01,220,CINMS,PISOCH,GSES
Johnsons Lee,2008-01-01,202.5,CINMS,PISOCH,GSES
Johnsons Lee,2009-01-01,388.5,CINMS,PISOCH,GSES
Johnsons Lee,2011-01-01,162,CINMS,PISOCH,GSES
Johnsons Lee,2012-01-01,281.5,CINMS,PISOCH,GSES
Johnsons Lee,2015-01-01,4,CINMS,PISOCH,GSES
Landing Cove,2001-01-01,131,CINMS,PISOCH,GSES
Landing Cove,2002-01-01,299,CINMS,PISOCH,GSES
Landing Cove,2003-01-01,309,CINMS,PISOCH,GSES
Landing Cove,2007-01-01,265,CINMS,PISOCH,GSES
Landing Cove,2008-01-01,124,CINMS,PISOCH,GSES
Landing Cove,2009-01-01,381,CINMS,PISOCH,GSES
Landing Cove,2010-01-01,254,CINMS,PISOCH,GSES
