site,date,count,nms,sp,sp_method
Landing Cove,2011-01-01,59,CINMS,PISOCH,GSES
Landing Cove,2013-01-01,121,CINMS,PISOCH,GSES
Landing Cove,2016-01-01,0,CINMS,PISOCH,GSES
Landing Cove,2018-01-01,0,CINMS,PISOCH,GSES
Middle West,2000-01-01,60,CINMS,PISOCH,GSES
Middle West,2002-01-01,201,CINMS,PISOCH,GSES
Middle West,2003-01-01,215.5,CINMS,PISOCH,GSES
Middle West,2005-01-01,38,CINMS,PISOCH,GSES
Middle West,2007-01-01,302,CINMS,PISOCH,GSES
Middle West,2008-01-01,622.5,CINMS,PISOCH,GSES
Middle West,2009-01-01,439,CINMS,PISOCH,GSES
Middle West,2010-01-01,247,CINMS,PISOCH,GSES
Middle West,2011-01-01,353,CINMS,PISOCH,GSES
Middle West,2012-01-01,243,CINMS,PISOCH,GSES
Middle West,2013-01-01,228,CINMS,PISOCH,GSES
NW Talcott,2004-01-01,1.5,CINMS,PISOCH,GSES
NW Talcott,2011-01-01,0,CINMS,PISOCH,GSES
NW Talcott,2012-01-01,3,CINMS,PISOCH,GSES
NW Talcott,2015-01-01,0,CINMS,PISOCH,GSES
NW Talcott,2017-01-01,0,CINMS,PISOCH,GSES
Orizaba Cove,2000-01-01,39,CINMS,PISOCH,GSES
Orizaba Cove,2001-01-01,6,CINMS,PISOCH,GSES
Orizaba Cove,2002-01-01,145,CINMS,PISOCH,GSES
Orizaba Cove,2003-01-01,131,CINMS,PISOCH,GSES
Orizaba Cove,2005-01-01,169,CINMS,PISOCH,GSES
Orizaba Cove,2006-01-01,102.5,CINMS,PISOCH,GSES
Orizaba Cove,2007-01-01,307.5,CINMS,PISOCH,GSES
Orizaba Cove,2008-01-01,439,CINMS,PISOCH,GSES
Orizaba Cove,2009-01-01,537,CINMS,PISOCH,GSES
Orizaba Cove,2010-01-01,212,CINMS,PISOCH,GSES
Orizaba Cove,2011-01-01,266,CINMS,PISOCH,GSES
Orizaba Cove,2019-01-01,2,CINMS,PISOCH,GSES
Otter Harbor,2000-01-01,22,CINMS,PISOCH,GSES
Otter Harbor,2001-01-01,20.5,CINMS,PISOCH,GSES
Otter Harbor,2002-01-01,31.5,CINMS,PISOCH,GSES
Otter Harbor,2003-01-01,1,CINMS,PISOCH,GSES
Otter Harbor,2005-01-01,6,CINMS,PISOCH,GSES
Otter Harbor,2008-01-01,242,CINMS,PISOCH,GSES
Otter Harbor,2009-01-01,53,CINMS,PISOCH,GSES
Otter Harbor,2010-01-01,23,CINMS,PISOCH,GSES
Otter Harbor,2012-01-01,30,CINMS,PISOCH,GSES
Otter Harbor,2013-01-01,34,CINMS,PISOCH,GSES
Otter Harbor,2018-01-01,0,CINMS,PISOCH,GSES
Prisoners Harbor,2000-01-01,5.5,CINMS,PISOCH,GSES
Prisoners Harbor,2001-01-01,20,CINMS,PISOCH,GSES
Prisoners Harbor,2002-01-01,79.5,CINMS,PISOCH,GSES
Prisoners Harbor,2004-01-01,43.5,CINMS,PISOCH,GSES
Prisoners Harbor,2005-01-01,11,CINMS,PISOCH,GSES
Prisoners Harbor,2006-01-01,8,CINMS,PISOCH,GSES
Prisoners Harbor,2008-01-01,91,CINMS,PISOCH,GSES
Prisoners Harbor,2009-01-01,33,CINMS,PISOCH,GSES
Prisoners Harbor,2010-01-01,49,CINMS,PISOCH,GSES
Prisoners Harbor,2011-01-01,6,CINMS,PISOCH,GSES
Prisoners Harbor,2012-01-01,15.5,CINMS,PISOCH,GSES
Prisoners Harbor,2013-01-01,8,CINMS,PISOCH,GSES
Prisoners Harbor,2014-01-01,0,CINMS,PISOCH,GSES
Prisoners Harbor,2015-01-01,0,CINMS,PISOCH,GSES
Prisoners Harbor,2016-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2000-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2001-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2002-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2003-01-01,1,CINMS,PISOCH,GSES
S Frenchys Cove,2004-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2005-01-01,1.5,CINMS,PISOCH,GSES
S Frenchys Cove,2006-01-01,16,CINMS,PISOCH,GSES
S Frenchys Cove,2007-01-01,2,CINMS,PISOCH,GSES
S Frenchys Cove,2008-01-01,5,CINMS,PISOCH,GSES
S Frenchys Cove,2009-01-01,34,CINMS,PISOCH,GSES
S Frenchys Cove,2011-01-01,27,CINMS,PISOCH,GSES
S Frenchys Cove,2012-01-01,17,CINMS,PISOCH,GSES
S Frenchys Cove,2014-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2015-01-01,0,CINMS,PISOCH,GSES
S Frenchys Cove,2016-01-01,0,CINMS,PISOCH,GSES
Scorpion Rock,2000-01-01,26,CINMS,PISOCH,GSES
Scorpion Rock,2001-01-01,29,CINMS,PISOCH,GSES
Scorpion Rock,2002-01-01,131,CINMS,PISOCH,GSES
Scorpion Rock,2003-01-01,88,CINMS,PISOCH,GSES
Scorpion Rock,2004-01-01,37,CINMS,PISOCH,GSES
Scorpion Rock,2006-01-01,3,CINMS,PISOCH,GSES
Scorpion Rock,2008-01-01,73.5,CINMS,PISOCH,GSES
Scorpion Rock,2009-01-01,68,CINMS,PISOCH,GSES
Scorpion Rock,2010-01-01,50.5,CINMS,PISOCH,GSES
Scorpion Rock,2011-01-01,34,CINMS,PISOCH,GSES
Scorpion Rock,2012-01-01,94,CINMS,PISOCH,GSES
Scorpion Rock,2013-01-01,34,CINMS,PISOCH,GSES
Scorpion Rock,2014-01-01,0,CINMS,PISOCH,GSES
Scorpion Rock,2015-01-01,0,CINMS,PISOCH,GSES
Sea Lion Rookery,2001-01-01,4,CINMS,PISOCH,GSES
Sea Lion Rookery,2002-01-01,43,CINMS,PISOCH,GSES
Sea Lion Rookery,2003-01-01,6,CINMS,PISOCH,GSES
Sea Lion Rookery,2004-01-01,49,CINMS,PISOCH,GSES
Sea Lion Rookery,2007-01-01,586,CINMS,PISOCH,GSES
Sea Lion Rookery,2008-01-01,858,CINMS,PISOCH,GSES
Sea Lion Rookery,2009-01-01,923,CINMS,PISOCH,GSES
Sea Lion Rookery,2010-01-01,374,CINMS,PISOCH,GSES
Sea Lion Rookery,2011-01-01,72,CINMS,PISOCH,GSES
Sea Lion Rookery,2012-01-01,45,CINMS,PISOCH,GSES
Sea Lion Rookery,2013-01-01,73,CINMS,PISOCH,GSES
Sea Lion Rookery,2014-01-01,0,CINMS,PISOCH,GSES
Sea Lion Rookery,2016-01-01,0,CINMS,PISOCH,GSES
Sea Lion Rookery,2017-01-01,0,CINMS,PISOCH,GSES
Trailer,2000-01-01,11,CINMS,PISOCH,GSES
Trailer,2001-01-01,11.5,CINMS,PISOCH,GSES
Trailer,2002-01-01,51.5,CINMS,PISOCH,GSES
Trailer,2003-01-01,350,CINMS,PISOCH,GSES
Trailer,2004-01-01,88.5,CINMS,PISOCH,GSES
Trailer,2006-01-01,19,CINMS,PISOCH,GSES
Trailer,2008-01-01,114.5,CINMS,PISOCH,GSES
Trailer,2009-01-01,190,CINMS,PISOCH,GSES
Trailer,2010-01-01,29,CINMS,PISOCH,GSES
Trailer,2011-01-01,90,CINMS,PISOCH,GSES
Trailer,2012-01-01,191.5,CINMS,PISOCH,GSES
Trailer,2013-01-01,108,CINMS,PISOCH,GSES
Trailer,2019-01-01,0,CINMS,PISOCH,GSES
Willows Anchorage,2000-01-01,173.5,CINMS,PISOCH,GSES
Willows Anchorage,2001-01-01,165,CINMS,PISOCH,GSES
Willows Anchorage,2002-01-01,268,CINMS,PISOCH,GSES
Willows Anchorage,2003-01-01,390,CINMS,PISOCH,GSES
Willows Anchorage,2004-01-01,421.5,CINMS,PISOCH,GSES
Willows Anchorage,2005-01-01,120,CINMS,PISOCH,GSES
Willows Anchorage,2006-01-01,50,CINMS,PISOCH,GSES
Willows Anchorage,2007-01-01,117,CINMS,PISOCH,GSES
Willows Anchorage,2008-01-01,291,CINMS,PISOCH,GSES
Willows Anchorage,2009-01-01,409.5,CINMS,PISOCH,GSES
Willows Anchorage,2010-01-01,426,CINMS,PISOCH,GSES
Willows Anchorage,2011-01-01,413,CINMS,PISOCH,GSES
Willows Anchorage,2012-01-01,407.5,CINMS,PISOCH,GSES
Willows Anchorage,2013-01-01,169,CINMS,PISOCH,GSES
Willows Anchorage,2014-01-01,0,CINMS,PISOCH,GSES
Willows Anchorage,2017-01-01,0,CINMS,PISOCH,GSES
CINMS,2000-06-15,43.529411764705884,CINMS,PISOCH,GSES
CINMS,2001-06-15,52.27777777777778,CINMS,PISOCH,GSES
CINMS,2002-06-15,124.34210526315789,CINMS,PISOCH,GSES
CINMS,2003-06-15,122.73529411764706,CINMS,PISOCH,GSES
CINMS,2004-06-15,103.46666666666667,CINMS,PISOCH,GSES
CINMS,2005-06-15,94.26666666666667,CINMS,PISOCH,GSES
CINMS,2006-06-15,73.5,CINMS,PISOCH,GSES
CINMS,2007-06-15,208.34615384615384,CINMS,PISOCH,GSES
CINMS,2008-06-15,233.31578947368422,CINMS,PISOCH,GSES
CINMS,2009-06-15,260.05263157894734,CINMS,PISOCH,GSES
CINMS,2010-06-15,152.19230769230768,CINMS,PISOCH,GSES
CINMS,2011-06-15,129.33333333333334,CINMS,PISOCH,GSES
CINMS,2012-06-15,111.69444444444444,CINMS,PISOCH,GSES
CINMS,2013-06-15,66,CINMS,PISOCH,GSES
CINMS,2014-06-15,0.3333333333333333,CINMS,PISOCH,GSES
CINMS,2015-06-15,1.1428571428571428,CINMS,PISOCH,GSES
CINMS,2016-06-15,0,CINMS,PISOCH,GSES
CINMS,2017-06-15,1.2,CINMS,PISOCH,GSES
CINMS,2018-06-15,0,CINMS,PISOCH,GSES
CINMS,2019-06-15,0.4,CINMS,PISOCH,GSES
Cat Rock,2014-01-01,0,CINMS,PYCHEL,GSES
Crook Point,2014-01-01,0,CINMS,PYCHEL,GSES
Cuyler Harbor,2014-01-01,0,CINMS,PYCHEL,GSES
Fossil Reef,2003-01-01,2.5,CINMS,PYCHEL,GSES
Fossil Reef,2005-01-01,1,CINMS,PYCHEL,GSES
Fossil Reef,2008-01-01,3,CINMS,PYCHEL,GSES
Fossil Reef,2009-01-01,2,CINMS,PYCHEL,GSES
Fraser Cove,2014-01-01,0,CINMS,PYCHEL,GSES
Harris Point,2007-01-01,1,CINMS,PYCHEL,GSES
Harris Point,2008-01-01,1,CINMS,PYCHEL,GSES
Harris Point,2009-01-01,3,CINMS,PYCHEL,GSES
Harris Point,2010-01-01,2.5,CINMS,PYCHEL,GSES
Harris Point,2011-01-01,1,CINMS,PYCHEL,GSES
Harris Point,2014-01-01,0,CINMS,PYCHEL,GSES
Johnsons Lee,2003-01-01,2,CINMS,PYCHEL,GSES
Johnsons Lee,2009-01-01,1,CINMS,PYCHEL,GSES
Landing Cove,2014-01-01,0,CINMS,PYCHEL,GSES
Middle West,2014-01-01,0,CINMS,PYCHEL,GSES
NW Talcott,2007-01-01,1,CINMS,PYCHEL,GSES
Orizaba Cove,2009-01-01,1,CINMS,PYCHEL,GSES
Orizaba Cove,2014-01-01,0,CINMS,PYCHEL,GSES
Otter Harbor,2014-01-01,0,CINMS,PYCHEL,GSES
Prisoners Harbor,2014-01-01,0,CINMS,PYCHEL,GSES
S Frenchys Cove,2014-01-01,0,CINMS,PYCHEL,GSES
Scorpion Rock,2014-01-01,0,CINMS,PYCHEL,GSES
Sea Lion Rookery,2014-01-01,1,CINMS,PYCHEL,GSES
Trailer,2011-01-01,1,CINMS,PYCHEL,GSES
Trailer,2014-01-01,0,CINMS,PYCHEL,GSES
Willows Anchorage,2014-01-01,0,CINMS,PYCHEL,GSES
CINMS,2003-06-15,2.25,CINMS,PYCHEL,GSES
CINMS,2005-06-15,1,CINMS,PYCHEL,GSES
CINMS,2007-06-15,1,CINMS,PYCHEL,GSES
CINMS,2008-06-15,2,CINMS,PYCHEL,GSES
CINMS,2009-06-15,1.75,CINMS,PYCHEL,GSES
CINMS,2010-06-15,2.5,CINMS,PYCHEL,GSES
CINMS,2011-06-15,1,CINMS,PYCHEL,GSES
CINMS,2014-06-15,0.06666666666666667,CINMS,PYCHEL,GSES
Harris Point,2010-01-01,3,CINMS,STRPUR,GSES
CINMS,2010-06-15,3,CINMS,STRPUR,GSES
Point Bonita,2002-01-01,1,MBNMS,DERIMB,BT
Point Bonita,2008-01-01,1,MBNMS,DERIMB,BT
Point Bonita,2010-01-01,1,MBNMS,DERIMB,BT
Point Bonita,2013-01-01,1,MBNMS,DERIMB,BT
Point Bonita,2015-01-01,1,MBNMS,DERIMB,BT
Point Bonita,2018-01-01,0,MBNMS,DERIMB,BT
Slide Ranch,2017-01-01,0,MBNMS,DERIMB,BT
Slide Ranch,2018-01-01,0,MBNMS,DERIMB,BT
MBNMS,2002-06-15,1,MBNMS,DERIMB,BT
MBNMS,2008-06-15,1,MBNMS,DERIMB,BT
MBNMS,2010-06-15,1,MBNMS,DERIMB,BT
MBNMS,2013-06-15,1,MBNMS,DERIMB,BT
MBNMS,2015-06-15,1,MBNMS,DERIMB,BT
MBNMS,2017-06-15,0,MBNMS,DERIMB,BT
MBNMS,2018-06-15,0,MBNMS,DERIMB,BT
Andrew Molera,2009-01-01,2,MBNMS,DERIMB,IP
Andrew Molera,2010-01-01,2,MBNMS,DERIMB,IP
Andrew Molera,2017-01-01,0,MBNMS,DERIMB,IP
Andrew Molera,2018-01-01,0,MBNMS,DERIMB,IP
Andrew Molera,2019-01-01,0,MBNMS,DERIMB,IP
China Rocks,2018-01-01,0,MBNMS,DERIMB,IP
Davenport Landing,2017-01-01,0,MBNMS,DERIMB,IP
Garrapata,2018-01-01,0,MBNMS,DERIMB,IP
Hopkins,2007-01-01,1,MBNMS,DERIMB,IP
Hopkins,2008-01-01,2,MBNMS,DERIMB,IP
Hopkins,2017-01-01,0,MBNMS,DERIMB,IP
Hopkins,2018-01-01,0,MBNMS,DERIMB,IP
Hopkins,2019-01-01,0,MBNMS,DERIMB,IP
Mill Creek,2017-01-01,0,MBNMS,DERIMB,IP
Mill Creek,2018-01-01,0,MBNMS,DERIMB,IP
Mill Creek,2019-01-01,0,MBNMS,DERIMB,IP
Piedras Blancas,2017-01-01,0,MBNMS,DERIMB,IP
Point Lobos,2007-01-01,1,MBNMS,DERIMB,IP
Point Lobos,2013-01-01,1,MBNMS,DERIMB,IP
Point Lobos,2017-01-01,0,MBNMS,DERIMB,IP
Point Lobos,2018-01-01,0,MBNMS,DERIMB,IP
Point Lobos,2019-01-01,0,MBNMS,DERIMB,IP
Point Pinos,2017-01-01,0,MBNMS,DERIMB,IP
Point Sierra Nevada,2017-01-01,0,MBNMS,DERIMB,IP
Point Sierra Nevada,2018-01-01,0,MBNMS,DERIMB,IP
Scott Creek,2007-01-01,2,MBNMS,DERIMB,IP
Scott Creek,2010-01-01,5,MBNMS,DERIMB,IP
Scott Creek,2011-01-01,1,MBNMS,DERIMB,IP
Scott Creek,2013-01-01,1,MBNMS,DERIMB,IP
Scott Creek,2017-01-01,1,MBNMS,DERIMB,IP
Scott Creek,2018-01-01,0,MBNMS,DERIMB,IP
Scott Creek,2019-01-01,0,MBNMS,DERIMB,IP
Stillwater,2017-01-01,0,MBNMS,DERIMB,IP
Stillwater,2018-01-01,0,MBNMS,DERIMB,IP
Stillwater,2019-01-01,0,MBNMS,DERIMB,IP
Terrace Point,2017-01-01,0,MBNMS,DERIMB,IP
Terrace Point,2018-01-01,0,MBNMS,DERIMB,IP
Terrace Point,2019-01-01,0,MBNMS,DERIMB,IP
MBNMS,2007-06-15,1.3333333333333333,MBNMS,DERIMB,IP
MBNMS,2008-06-15,2,MBNMS,DERIMB,IP
MBNMS,2009-06-15,2,MBNMS,DERIMB,IP
MBNMS,2010-06-15,3.5,MBNMS,DERIMB,IP
MBNMS,2011-06-15,1,MBNMS,DERIMB,IP
MBNMS,2013-06-15,1,MBNMS,DERIMB,IP
MBNMS,2017-06-15,0.09090909090909091,MBNMS,DERIMB,IP
MBNMS,2018-06-15,0,MBNMS,DERIMB,IP
MBNMS,2019-06-15,0,MBNMS,DERIMB,IP
Andrew Molera,2017-01-01,0,MBNMS,EVATRO,IP
Andrew Molera,2018-01-01,0,MBNMS,EVATRO,IP
Andrew Molera,2019-01-01,0,MBNMS,EVATRO,IP
China Rocks,2018-01-01,0,MBNMS,EVATRO,IP
Garrapata,2018-01-01,0,MBNMS,EVATRO,IP
Hopkins,2017-01-01,0,MBNMS,EVATRO,IP
Hopkins,2018-01-01,0,MBNMS,EVATRO,IP
Hopkins,2019-01-01,0,MBNMS,EVATRO,IP
Mill Creek,2017-01-01,0,MBNMS,EVATRO,IP
Mill Creek,2018-01-01,0,MBNMS,EVATRO,IP
Mill Creek,2019-01-01,0,MBNMS,EVATRO,IP
Piedras Blancas,2017-01-01,0,MBNMS,EVATRO,IP
Point Lobos,2017-01-01,0,MBNMS,EVATRO,IP
Point Lobos,2018-01-01,0,MBNMS,EVATRO,IP
Point Lobos,2019-01-01,0,MBNMS,EVATRO,IP
Point Pinos,2017-01-01,0,MBNMS,EVATRO,IP
Point Sierra Nevada,2017-01-01,0,MBNMS,EVATRO,IP
Point Sierra Nevada,2018-01-01,0,MBNMS,EVATRO,IP
Scott Creek,2017-01-01,0,MBNMS,EVATRO,IP
Scott Creek,2018-01-01,0,MBNMS,EVATRO,IP
Scott Creek,2019-01-01,0,MBNMS,EVATRO,IP
Stillwater,2017-01-01,0,MBNMS,EVATRO,IP
Stillwater,2018-01-01,0,MBNMS,EVATRO,IP
Stillwater,2019-01-01,0,MBNMS,EVATRO,IP
Terrace Point,2017-01-01,0,MBNMS,EVATRO,IP
Terrace Point,2018-01-01,0,MBNMS,EVATRO,IP
Terrace Point,2019-01-01,0,MBNMS,EVATRO,IP
MBNMS,2017-06-15,0,MBNMS,EVATRO,IP
MBNMS,2018-06-15,0,MBNMS,EVATRO,IP
MBNMS,2019-06-15,0,MBNMS,EVATRO,IP
Point Bonita,2002-01-01,2,MBNMS,HENSPP,BT
Point Bonita,2003-01-01,4,MBNMS,HENSPP,BT
Point Bonita,2004-01-01,16,MBNMS,HENSPP,BT
Point Bonita,2005-01-01,19,MBNMS,HENSPP,BT
Point Bonita,2007-01-01,2,MBNMS,HENSPP,BT
Point Bonita,2008-01-01,54,MBNMS,HENSPP,BT
Point Bonita,2009-01-01,19,MBNMS,HENSPP,BT
Point Bonita,2010-01-01,14,MBNMS,HENSPP,BT
Point Bonita,2011-01-01,13,MBNMS,HENSPP,BT
Point Bonita,2013-01-01,14,MBNMS,HENSPP,BT
Point Bonita,2014-01-01,50,MBNMS,HENSPP,BT
Point Bonita,2015-01-01,29,MBNMS,HENSPP,BT
Point Bonita,2016-01-01,38,MBNMS,HENSPP,BT
Point Bonita,2018-01-01,0,MBNMS,HENSPP,BT
Slide Ranch,1991-01-01,5,MBNMS,HENSPP,BT
Slide Ranch,2001-01-01,5.5,MBNMS,HENSPP,BT
Slide Ranch,2002-01-01,3,MBNMS,HENSPP,BT
Slide Ranch,2003-01-01,5,MBNMS,HENSPP,BT
Slide Ranch,2004-01-01,3,MBNMS,HENSPP,BT
Slide Ranch,2007-01-01,2,MBNMS,HENSPP,BT
Slide Ranch,2008-01-01,7,MBNMS,HENSPP,BT
Slide Ranch,2009-01-01,22,MBNMS,HENSPP,BT
Slide Ranch,2010-01-01,4,MBNMS,HENSPP,BT
Slide Ranch,2012-01-01,3,MBNMS,HENSPP,BT
Slide Ranch,2013-01-01,4,MBNMS,HENSPP,BT
Slide Ranch,2014-01-01,17,MBNMS,HENSPP,BT
Slide Ranch,2015-01-01,7,MBNMS,HENSPP,BT
Slide Ranch,2016-01-01,11,MBNMS,HENSPP,BT
Slide Ranch,2017-01-01,6,MBNMS,HENSPP,BT
Slide Ranch,2018-01-01,22,MBNMS,HENSPP,BT
MBNMS,1991-06-15,5,MBNMS,HENSPP,BT
MBNMS,2001-06-15,5.5,MBNMS,HENSPP,BT
MBNMS,2002-06-15,2.5,MBNMS,HENSPP,BT
MBNMS,2003-06-15,4.5,MBNMS,HENSPP,BT
MBNMS,2004-06-15,9.5,MBNMS,HENSPP,BT
MBNMS,2005-06-15,19,MBNMS,HENSPP,BT
MBNMS,2007-06-15,2,MBNMS,HENSPP,BT
MBNMS,2008-06-15,30.5,MBNMS,HENSPP,BT
MBNMS,2009-06-15,20.5,MBNMS,HENSPP,BT
MBNMS,2010-06-15,9,MBNMS,HENSPP,BT
MBNMS,2011-06-15,13,MBNMS,HENSPP,BT
MBNMS,2012-06-15,3,MBNMS,HENSPP,BT
MBNMS,2013-06-15,9,MBNMS,HENSPP,BT
MBNMS,2014-06-15,33.5,MBNMS,HENSPP,BT
MBNMS,2015-06-15,18,MBNMS,HENSPP,BT
MBNMS,2016-06-15,24.5,MBNMS,HENSPP,BT
MBNMS,2017-06-15,6,MBNMS,HENSPP,BT
MBNMS,2018-06-15,11,MBNMS,HENSPP,BT
Andrew Molera,2007-01-01,3,MBNMS,HENSPP,IP
Andrew Molera,2008-01-01,6,MBNMS,HENSPP,IP
Andrew Molera,2009-01-01,5,MBNMS,HENSPP,IP
Andrew Molera,2010-01-01,7,MBNMS,HENSPP,IP
Andrew Molera,2011-01-01,2,MBNMS,HENSPP,IP
Andrew Molera,2012-01-01,6,MBNMS,HENSPP,IP
Andrew Molera,2013-01-01,4,MBNMS,HENSPP,IP
Andrew Molera,2014-01-01,11.5,MBNMS,HENSPP,IP
Andrew Molera,2015-01-01,5.5,MBNMS,HENSPP,IP
Andrew Molera,2016-01-01,12,MBNMS,HENSPP,IP
Andrew Molera,2017-01-01,1,MBNMS,HENSPP,IP
Andrew Molera,2018-01-01,3,MBNMS,HENSPP,IP
Andrew Molera,2019-01-01,3,MBNMS,HENSPP,IP
China Rocks,2018-01-01,0,MBNMS,HENSPP,IP
Davenport Landing,2017-01-01,0,MBNMS,HENSPP,IP
Garrapata,2007-01-01,9,MBNMS,HENSPP,IP
Garrapata,2008-01-01,1,MBNMS,HENSPP,IP
Garrapata,2009-01-01,4,MBNMS,HENSPP,IP
Garrapata,2018-01-01,6,MBNMS,HENSPP,IP
Hopkins,2007-01-01,5,MBNMS,HENSPP,IP
Hopkins,2008-01-01,2,MBNMS,HENSPP,IP
Hopkins,2009-01-01,8,MBNMS,HENSPP,IP
Hopkins,2010-01-01,3,MBNMS,HENSPP,IP
Hopkins,2012-01-01,4,MBNMS,HENSPP,IP
Hopkins,2013-01-01,5.5,MBNMS,HENSPP,IP
Hopkins,2014-01-01,9.5,MBNMS,HENSPP,IP
Hopkins,2015-01-01,3,MBNMS,HENSPP,IP
Hopkins,2016-01-01,2,MBNMS,HENSPP,IP
Hopkins,2017-01-01,0,MBNMS,HENSPP,IP
Hopkins,2018-01-01,0,MBNMS,HENSPP,IP
Hopkins,2019-01-01,1,MBNMS,HENSPP,IP
Mill Creek,2007-01-01,3,MBNMS,HENSPP,IP
Mill Creek,2008-01-01,4,MBNMS,HENSPP,IP
Mill Creek,2009-01-01,2.5,MBNMS,HENSPP,IP
Mill Creek,2010-01-01,4,MBNMS,HENSPP,IP
Mill Creek,2011-01-01,8,MBNMS,HENSPP,IP
Mill Creek,2012-01-01,2,MBNMS,HENSPP,IP
Mill Creek,2013-01-01,15,MBNMS,HENSPP,IP
Mill Creek,2014-01-01,42,MBNMS,HENSPP,IP
Mill Creek,2015-01-01,20.5,MBNMS,HENSPP,IP
Mill Creek,2016-01-01,18,MBNMS,HENSPP,IP
Mill Creek,2017-01-01,19,MBNMS,HENSPP,IP
Mill Creek,2018-01-01,6,MBNMS,HENSPP,IP
Mill Creek,2019-01-01,22,MBNMS,HENSPP,IP
Piedras Blancas,2008-01-01,2,MBNMS,HENSPP,IP
Piedras Blancas,2017-01-01,0,MBNMS,HENSPP,IP
Point Lobos,2007-01-01,1,MBNMS,HENSPP,IP
Point Lobos,2009-01-01,3,MBNMS,HENSPP,IP
Point Lobos,2010-01-01,1,MBNMS,HENSPP,IP
Point Lobos,2011-01-01,4,MBNMS,HENSPP,IP
Point Lobos,2012-01-01,2,MBNMS,HENSPP,IP
Point Lobos,2013-01-01,3,MBNMS,HENSPP,IP
Point Lobos,2014-01-01,2,MBNMS,HENSPP,IP
Point Lobos,2015-01-01,6.5,MBNMS,HENSPP,IP
Point Lobos,2017-01-01,0,MBNMS,HENSPP,IP
Point Lobos,2018-01-01,2,MBNMS,HENSPP,IP
Point Lobos,2019-01-01,0,MBNMS,HENSPP,IP
Point Pinos,2007-01-01,14,MBNMS,HENSPP,IP
Point Pinos,2008-01-01,3,MBNMS,HENSPP,IP
